epoch, loss, endMap, avrgR, avrgQ
0,0.041082396457592645,17,0.04937016546305491,0
1,0.1000684910515944,8,0.04771209375520291,10.852966070175171
2,0.047204127187530205,18,0.020997126932732035,5.243223985036214
3,0.055191064023723195,13,0.06020417373777623,5.520838578542073
4,0.054319514818489546,8,0.04342308178004414,4.578388929367065
5,0.04391913033429195,8,0.05343562396204462,2.8779207042285373
6,0.045007536619280766,8,0.04516813133391957,3.490196875163487
7,0.03671900698294242,34,0.2186111274108603,5.025239395058674
8,0.04645584752783179,10,0.04556789536873217,2.632807229694567
9,0.036303017392444105,16,0.038771947186737495,4.080712433044727
10,0.032777301768461865,9,0.0340769305630394,2.7222807223980245
11,0.027363681782735513,5,0.028280348264902642,1.60942247612723
12,0.0297316821416219,10,0.026466189497179885,2.1951016448438168
13,0.026598579107473295,37,0.2077689380331676,5.06679951151212
14,0.021314127926404275,4,0.010897983065536954,2.4324029207229616
15,0.028376632043315714,5,0.014777815423691332,3.5074321790175005
16,0.025001062441151585,8,0.04854215246547581,1.5339956964765276
17,0.02281058823146547,9,0.09204317523621607,2.053844855275265
18,0.022665034487533074,16,0.09893269943421702,3.257334211697945
19,0.01665396446439748,7,0.02498451358761858,2.7715057531992593
20,0.01850721041671931,32,0.21640144546427098,3.905082342880113
21,0.031073950991655393,8,0.056920274303299774,1.8998253453861584
22,0.0193840704850542,9,0.05382511435803784,1.7121100811397327
23,0.029135842329512038,4,0.02048720808978925,1.9522106796503067
24,0.017397501778323204,8,0.053226562404501965,1.9241608723265227
25,0.017791738814633824,8,0.06772493279243624,1.1456763095715468
26,0.015610923431813716,8,0.046650277192279564,2.1682259270123074
27,0.01837162836648834,33,0.20777163082414196,5.56723769221987
28,0.017330340527308478,18,0.11299754990716292,2.7304044856744656
29,0.02588747873573367,8,0.07353148599164357,1.1796963959932327
30,0.019520354752506443,19,0.11460077125749499,3.86299615417208
31,0.02026354917519105,8,0.043547856267309594,2.1390188666326657
32,0.01752330499505051,8,-0.024006259718169946,0
33,0.01790910506504588,8,0.050459174682949984,2.822578621538062
34,0.023490297516833084,8,0.08253594257721789,1.2216163376967113
35,0.020601568998591537,8,0.06087083486656739,1.7595391919915104
36,0.015390975858705734,33,0.1730587658700587,6.590261222521464
37,0.027891580820992974,8,0.07756339013575579,1.2146135578895438
38,0.025182384172221642,25,0.07618824005572815,5.01557960381379
39,0.018921019400004298,33,0.25830856519899587,5.9733106337095565
40,0.02104353834203301,8,0.0611249604353535,1.456041748109071
41,0.02717030741701214,15,0.12452390929601218,2.4701524184030643
42,0.01440089865354821,37,0.12216577618541538,4.232063182490937
43,0.02397735578396047,34,0.16849780103763906,4.67988929191193
44,0.024886893539223826,8,0.03959963563259703,1.5758632841435345
45,0.03337262426347783,8,0.046434890885448915,2.4755676984786987
