epoch, loss, endMap, avrgR, avrgQ
0,0.0062547428098817665,8,0.042627813138596767,0
1,0.010533949453383686,7,0.02802243364308784,1.6945303082466125
2,0.010297201319287219,8,0.03824038989412974,2.264202799115862
3,0.007107833443830412,8,0.04705908781757575,1.9667669177055358
4,0.005114086943988997,8,0.04060713321293918,1.701587668487004
5,0.005700178456803162,8,0.039430496206559563,2.5866257667541506
6,0.004351326462347061,8,0.046330322690635875,2.2209986291433634
7,0.0031790860338757436,8,0.05041581377718752,3.3202093337711536
8,0.0032085691846441477,9,0.03644249418045526,1.9700561787771143
9,0.006369129690962533,31,0.1787589707310277,3.6429826498031614
10,0.01637631866770486,7,0.03399404788482166,3.9021020423282278
11,0.019340196164945766,8,-0.08027719166708815,3.765105391249937
12,0.021671205142823353,37,0.20523948626903935,4.921228909492493
13,0.029087188501103686,8,0.062218058150933175,2.3158480928790186
14,0.018773823721955227,8,0.05037367793207868,2.7094497897408227
15,0.01406677279613403,8,0.06490689614488629,2.360716725096983
16,0.016217721776726347,37,0.16654085560783105,7.789351529853288
17,0.02278320671757684,8,0.042984286054161915,2.357017195743063
18,0.01708486047168465,8,0.07029968314061329,0
19,0.008779366678015021,5,0.037876789856358575,4.0086369007825855
20,0.010216431768300635,36,0.18600939420834606,9.009522222555601
21,0.010058821688095729,32,0.16927002734836213,7.922646580035226
22,0.022863932967496423,30,0.14566310397218585,5.241754658678745
23,0.031722452572236465,8,0.04421510798314203,2.4719047441817166
24,0.013797396461789803,8,0.03258999321659838,4.169029465088477
25,0.014569926225751836,8,0.07227530900682176,3.085819261414664
26,0.010158876331988722,8,0.035879404053264286,3.681368440389633
27,0.009405294108869238,8,0.06288992032479115,2.165157776325941
28,0.01592670949874446,37,0.136441219311943,7.266286263594756
29,0.01408190150900433,8,0.026741629543219157,3.3466827869415283
30,0.00860100709910815,16,0.08964942492633717,5.1983073570511555
31,0.02021150567724059,33,0.19615078133055477,6.750404106604086
32,0.01152620400224502,8,0.0400352255870701,2.9605746546836746
33,0.00985897606393943,29,0.17281926893818694,8.431636601686478
34,0.013487002331142625,36,0.03937107564139444,5.623861922459169
35,0.026358342862998447,33,0.2556045090438385,4.90706590964244
36,0.018662650011635074,34,0.24268740420072749,5.060413809790128
37,0.034312049290165306,29,0.10241721479885205,5.911137742655618
38,0.01627355087548495,8,0.0393469134330511,2.9555820532143118
39,0.015155809920591616,8,0.03726453045303755,2.620042019030627
40,0.017130199170981845,9,0.035720909819936135,4.284774507795062
41,0.017534367482488357,21,0.039412031735980645,6.372320945446308
42,0.014560723928734663,8,0.09717150159762387,3.000950513741909
43,0.02264341903462386,42,0.19289601346420499,6.901076251684233
44,0.018823972260579462,8,0.04215866473609383,2.7430941449834947
45,0.011733849798329178,4,0.031274282219642985,4.138178984324138
46,0.015593276107683778,36,0.20992195075371411,5.067600394404212
47,0.015459071894486745,21,0.157401427970651,4.132062253669688
48,0.0129492043533052,33,0.19852182948106478,4.265348592530126
49,0.025296414454157156,37,0.08368823592826334,5.471169649135499
50,0.04585349373053759,37,0.1933167472072041,5.01120108300513
51,0.019597403325606135,8,0.03481557565691424,2.6751700053954948
52,0.02341427792174121,37,0.1943903638205155,5.028134100842807
53,0.02128313063993119,8,0.1659105963381681,2.391544960339864
54,0.021922756421069306,8,0.04856108325240305,2.7058138996362686
55,0.021938106527862447,34,0.20655688690635648,5.25726258309088
56,0.03658467617813208,8,0.06880833823273762,1.8127995014190674
57,0.017302345189576348,21,0.08987949456215857,5.004326641559601
58,0.017673774119466547,8,0.06573335268613614,2.0338826134940176
59,0.01250999808311462,37,0.21133539777483984,3.7560536558970368
60,0.026565477536836024,8,0.04227186690671311,2.552625445748267
61,0.032678264954593035,34,0.22561848495080303,2.9067975282669067
62,0.01612450774681444,31,0.18086560170818666,5.46136754585637
63,0.010131061723611006,32,0.1143762521867413,6.23778332854217
64,0.01211028664217641,34,0.24172355262964318,5.856301630480906
65,0.03186839219958832,17,0.053979515807279416,6.047642564773559
66,0.02299165517246972,36,0.17355507249731272,5.266855359994448
67,0.02385281740687787,27,0.15816965364883284,4.319717899958293
68,0.015702927458720903,9,0.008957024574778597,6.96199317574501
69,0.017755816130278008,38,0.1296730344451925,5.5803932164396555
70,0.02689227794141819,37,0.11578920748907857,5.487839879734175
71,0.0249188372446224,21,-0.01207665537205407,5.463827352722486
72,0.02063879385745774,33,0.12839371657767895,4.960196395946103
73,0.03903752839347968,36,0.1598171635391868,6.508146016686051
74,0.021066124642578263,29,0.08797822871323911,6.370155633240938
75,0.02637740224367008,8,0.041743900414475704,3.1432026863098144
76,0.03848416360687516,8,0.04471940536514363,2.4085771083831786
77,0.03115566975126663,33,0.21124145969977093,4.395716086030006
78,0.029857275982697808,32,0.035195523649263497,5.450192766998886
79,0.029431266840547327,8,0.04480186047570545,2.1297377919157348
80,0.034740866807599864,13,0.0752820170007609,4.503659690535346
81,0.021066824778293577,22,0.03315051605999645,5.714838494272793
82,0.053671151712381585,8,0.042564500539202,2.856865167617798
83,0.02207206829036234,8,0.06802330284445175,2.0100484132766723
84,0.03206085825959841,36,0.10251226597535572,5.671896098057429
85,0.015626693444016078,18,0.0644619934570777,7.801215251286824
86,0.020544973794215677,33,0.13080622860182128,5.016792840866938
87,0.025945128466313094,30,0.18905743283055854,4.067204182036221
88,0.02317149270325899,6,0.01938021080688964,3.231260798194192
89,0.02113066727373128,32,0.24097648299890903,5.969404649734497
